"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2013-09","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",461,0,"Final"
"2013-10","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",414,0,"Final"
"2013-11","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",427,0,"Final"
"2013-12","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",784,0,"Final"
"2014-01","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",678,0,"Final"
"2014-02","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",453,0,"Final"
"2014-03","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",425,0,"Final"
"2014-04","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",458,0,"Final"
"2014-05","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",360,0,"Final"
"2014-06","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",432,0,"Final"
"2014-07","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",519,0,"Final"
"2014-08","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",561,0,"Final"
"2014-09","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",508,0,"Final"
"2014-10","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",460,0,"Final"
"2014-11","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",470,0,"Final"
"2014-12","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",804,0,"Final"
"2015-01","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",821,0,"Final"
"2015-02","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",434,0,"Final"
"2015-03","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",467,0,"Final"
"2015-04","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",437,0,"Final"
"2015-05","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",451,0,"Final"
"2015-06","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",495,0,"Final"
"2015-07","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",606,0,"Final"
"2015-08","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",582,0,"Final"
"2015-09","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",577,0,"Final"
"2015-10","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",550,0,"Final"
"2015-11","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",506,0,"Final"
"2015-12","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",878,0,"Final"
"2016-01","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",866,0,"Final"
"2016-02","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",615,0,"Final"
"2016-03","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",538,0,"Final"
"2016-04","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",520,0,"Final"
"2016-05","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",503,0,"Final"
"2016-06","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",587,0,"Final"
"2016-07","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",751,0,"Final"
"2016-08","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",667,0,"Final"
"2016-09","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",656,0,"Final"
"2016-10","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",609,0,"Final"
"2016-11","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",610,0,"Final"
"2016-12","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",1010,0,"Final"
"2017-01","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",1042,0,"Final"
"2017-02","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",626,0,"Final"
"2017-03","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",549,0,"Final"
"2017-04","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",570,0,"Final"
"2017-05","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",501,0,"Final"
"2017-06","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",637,0,"Final"
"2017-07","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",731,0,"Final"
"2017-08","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",697,0,"Final"
"2017-09","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",632,0,"Final"
"2017-10","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",599,0,"Final"
"2017-11","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",550,0,"Final"
"2017-12","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",1014,0,"Final"
"2018-01","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",1013,0,"Final"
"2018-02","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",521,0,"Final"
"2018-03","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",547,0,"Final"
"2018-04","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",533,0,"Final"
"2018-05","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",477,0,"Final"
"2018-06","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",569,0,"Final"
"2018-07","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",746,0,"Final"
"2018-08","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",710,0,"Final"
"2018-09","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",672,0,"Final"
"2018-10","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",559,0,"Final"
"2018-11","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",576,0,"Final"
"2018-12","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",1052,0,"Final"
"2019-01","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",1036,0,"Final"
"2019-02","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",593,0,"Final"
"2019-03","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",517,0,"Final"
"2019-04","2020-09","Long-term migrant","Arrivals","TOTAL","5-9 years",515,0,"Final"
"2001-01","2020-09","Long-term migrant","Arrivals","TOTAL","50-54 years",313,0,"Final"
"2001-02","2020-09","Long-term migrant","Arrivals","TOTAL","50-54 years",285,0,"Final"
"2001-03","2020-09","Long-term migrant","Arrivals","TOTAL","50-54 years",265,0,"Final"
"2001-04","2020-09","Long-term migrant","Arrivals","TOTAL","50-54 years",242,0,"Final"
"2001-05","2020-09","Long-term migrant","Arrivals","TOTAL","50-54 years",217,0,"Final"
